row_id,order_date,region,product_name,budget
3102,2023-12-22 00:00:00,East,Premier Electric Letter Opener,695.16
3103,2023-12-22 00:00:00,East,"Bush Cubix Collection Bookcases, Fully Assembled",220.98
3104,2022-12-08 00:00:00,East,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",12.957
3105,2023-03-23 00:00:00,East,Xerox 1980,25.68
3106,2022-07-25 00:00:00,Central,Avery 493,15.712
3107,2023-07-10 00:00:00,Central,"Fellowes Mobile File Cart, Black",298.464
3108,2022-07-17 00:00:00,Central,Strathmore Photo Frame Cards,21.93
3109,2022-07-17 00:00:00,Central,"Carina 42""Hx23 3/4""W Media Storage Unit",242.94
3110,2022-07-17 00:00:00,Central,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",7.64
3111,2022-07-17 00:00:00,Central,Xerox 1993,51.84
3112,2022-07-17 00:00:00,Central,Tennsco 6- and 18-Compartment Lockers,265.17
3113,2022-08-23 00:00:00,West,Okidata C331dn Printer,837.6
3114,2022-08-23 00:00:00,West,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",135.9
3115,2022-08-23 00:00:00,West,Xerox 1978,34.68
3116,2022-08-23 00:00:00,West,Office Star Flex Back Scooter Chair with White Frame,532.704
3117,2022-08-23 00:00:00,West,"Acco Six-Outlet Power Strip, 4' Cord Length",43.1
3118,2022-08-23 00:00:00,West,Acme Rosewood Handle Letter Opener,15.88
3119,2021-06-11 00:00:00,South,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,1123.92
3120,2021-06-11 00:00:00,South,Cisco SPA301,249.584
3121,2021-06-11 00:00:00,South,"Seth Thomas 8 1/2"" Cubicle Clock",48.672
3122,2021-06-11 00:00:00,South,"Hunt PowerHouse Electric Pencil Sharpener, Blue",60.768
3123,2021-06-11 00:00:00,South,Ibico Laser Imprintable Binding System Covers,78.6
3124,2021-06-11 00:00:00,South,GBC Standard Plastic Binding Systems' Combs,3.768
3125,2021-06-11 00:00:00,South,Tennsco 16-Compartment Lockers with Coat Rack,1036.624
3126,2021-06-11 00:00:00,South,Fellowes High-Stak Drawer Files,563.808
3127,2023-09-08 00:00:00,East,Aastra 6757i CT Wireless VoIP phone,258.528
3128,2023-10-02 00:00:00,East,Xerox 1907,49.12
3129,2020-12-16 00:00:00,West,"Executive Impressions 14"" Contract Wall Clock",44.46
3130,2020-12-16 00:00:00,West,DMI Arturo Collection Mission-style Design Wood Chair,241.568
3131,2020-12-16 00:00:00,West,First Data FD10 PIN Pad,395
3132,2020-12-16 00:00:00,West,GE 30524EE4,627.168
3133,2020-08-24 00:00:00,East,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,13.28
3134,2020-08-24 00:00:00,East,"Wilson Jones 1"" Hanging DublLock Ring Binders",12.672
3135,2023-11-12 00:00:00,Central,Surelock Post Binders,30.56
3136,2023-11-12 00:00:00,Central,Fellowes Neat Ideas Storage Cubes,77.952
3137,2023-11-12 00:00:00,Central,Panasonic KX TS3282W Corded phone,67.992
3138,2023-11-12 00:00:00,Central,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",12.224
3139,2023-11-12 00:00:00,Central,Maxell LTO Ultrium - 800 GB,44.784
3140,2023-11-12 00:00:00,Central,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",22.848
3141,2021-04-25 00:00:00,East,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",206.43
3142,2020-12-12 00:00:00,Central,GBC DocuBind 300 Electric Binding Machine,210.392
3143,2023-09-25 00:00:00,East,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,119.96
3144,2023-09-25 00:00:00,East,Newell 311,10.608
3145,2022-09-05 00:00:00,Central,"Situations Contoured Folding Chairs, 4/Set",347.802
3146,2023-02-11 00:00:00,West,"Global Leather and Oak Executive Chair, Black",963.136
3147,2023-02-11 00:00:00,West,"Logitech B530 USB Headset - headset - Full size, Binaural",88.776
3148,2020-06-30 00:00:00,West,"BIC Brite Liner Highlighters, Chisel Tip",32.4
3149,2022-06-07 00:00:00,East,Xerox 226,32.4
3150,2020-12-20 00:00:00,West,Avery 489,31.05
3151,2021-12-15 00:00:00,East,Plantronics Savi W720 Multi-Device Wireless Headset System,2025.36
3152,2021-12-15 00:00:00,East,Cubify CubeX 3D Printer Double Head Print,1799.994
3153,2021-12-15 00:00:00,East,Panasonic KX TS3282W Corded phone,101.988
3154,2021-12-15 00:00:00,East,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",262.864
3155,2023-07-20 00:00:00,Central,Ibico Ibimaster 300 Manual Binding System,735.98
3156,2020-08-03 00:00:00,West,White Computer Printout Paper by Universal,93.024
3157,2021-08-24 00:00:00,East,Chromcraft Rectangular Conference Tables,284.364
3158,2021-08-24 00:00:00,East,Memorex Micro Travel Drive 8 GB,26
3159,2022-03-26 00:00:00,South,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",67.64
3160,2022-03-26 00:00:00,South,Case Logic 2.4GHz Wireless Keyboard,119.976
3161,2020-09-12 00:00:00,Central,Wilson Jones Impact Binders,5.18
3162,2020-09-21 00:00:00,West,Staple envelope,15.56
3163,2020-09-21 00:00:00,West,"#10 White Business Envelopes,4 1/8 x 9 1/2",78.35
3164,2020-09-21 00:00:00,West,Newell 34,59.52
3165,2020-09-21 00:00:00,West,Xerox 1971,38.52
3166,2020-09-21 00:00:00,West,Polycom CX300 Desktop Phone USB VoIP phone,239.984
3167,2020-09-21 00:00:00,West,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",19.35
3168,2022-10-29 00:00:00,Central,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,67
3169,2022-05-28 00:00:00,South,Novimex Fabric Task Chair,390.272
3170,2022-05-28 00:00:00,South,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),62.192
3171,2023-12-21 00:00:00,South,Ibico Presentation Index for Binding Systems,23.88
3172,2022-03-21 00:00:00,Central,Avery Durable Slant Ring Binders,3.168
3173,2022-03-21 00:00:00,Central,"Global Airflow Leather Mesh Back Chair, Black",528.43
3174,2022-03-21 00:00:00,Central,Newell 33,13.392
3175,2023-11-11 00:00:00,Central,Boston 1799 Powerhouse Electric Pencil Sharpener,181.86
3176,2023-09-23 00:00:00,West,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",180.588
3177,2023-09-23 00:00:00,West,Belkin F8E887 USB Wired Ergonomic Keyboard,47.984
3178,2023-09-10 00:00:00,East,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",18.76
3179,2023-12-05 00:00:00,East,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",20.94
3180,2023-12-05 00:00:00,East,"Seth Thomas 14"" Putty-Colored Wall Clock",58.68
3181,2023-12-05 00:00:00,East,Eureka The Boss Cordless Rechargeable Stick Vac,254.9
3182,2023-11-09 00:00:00,East,Wilson Jones Turn Tabs Binder Tool for Ring Binders,9.64
3183,2023-11-09 00:00:00,East,Maxell iVDR EX 500GB Cartridge,826.62
3186,2020-11-07 00:00:00,Central,Satellite Sectional Post Binders,26.046
3187,2020-11-07 00:00:00,Central,Staple envelope,74.352
3188,2023-03-12 00:00:00,East,PowerGen Dual USB Car Charger,69.93
3189,2023-10-20 00:00:00,West,Avery 510,3.75
3190,2023-10-20 00:00:00,West,Wilson Jones Four-Pocket Poly Binders,20.928
3191,2021-12-27 00:00:00,Central,Sterilite Show Offs Storage Containers,12.672
3192,2023-10-02 00:00:00,East,Plantronics 81402,65.99
3193,2023-06-04 00:00:00,Central,Presstex Flexible Ring Binders,6.37
3194,2020-09-01 00:00:00,Central,Prestige Round Ring Binders,3.648
3195,2020-09-01 00:00:00,Central,Xerox 216,31.104
3196,2022-08-08 00:00:00,South,"Alliance Super-Size Bands, Assorted Sizes",23.34
3197,2023-07-22 00:00:00,East,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",29.97
3198,2021-07-10 00:00:00,West,Accohide Poly Flexible Ring Binders,3.366
3199,2020-12-01 00:00:00,South,"BlueLounge Milo Smartphone Stand, White/Metallic",95.968
3200,2023-12-18 00:00:00,East,Avery Fluorescent Highlighter Four-Color Set,18.704
3201,2020-05-18 00:00:00,East,Deflect-o Glass Clear Studded Chair Mats,149.232
3202,2020-05-18 00:00:00,East,Xerox 1949,15.936
3203,2020-11-10 00:00:00,West,Jabra SPEAK 410,601.536
3204,2020-11-10 00:00:00,West,Memorex Froggy Flash Drive 4 GB,10.99
3205,2020-11-10 00:00:00,West,Luxo Economy Swing Arm Lamp,39.88
3206,2020-11-10 00:00:00,West,"Southworth 100% Résumé Paper, 24lb.",62.24
3207,2020-11-10 00:00:00,West,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",53.2
3208,2020-11-10 00:00:00,West,Avery White Multi-Purpose Labels,39.84
3209,2022-01-09 00:00:00,West,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,349.95
3210,2022-01-09 00:00:00,West,netTALK DUO VoIP Telephone Service,377.928
3211,2023-09-22 00:00:00,Central,Staple envelope,13.392
3212,2023-09-22 00:00:00,Central,Insertable Tab Post Binder Dividers,11.228
3213,2020-12-23 00:00:00,Central,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,207.24
3214,2022-05-26 00:00:00,East,"OIC #2 Pencils, Medium Soft",1.504
3215,2022-05-26 00:00:00,East,Holmes HEPA Air Purifier,34.848
3216,2023-07-08 00:00:00,West,Avery 485,75.18
3217,2020-05-13 00:00:00,West,Plantronics Audio 478 Stereo USB Headset,149.97
3218,2023-11-10 00:00:00,East,Fellowes PB300 Plastic Comb Binding Machine,931.176
3219,2023-11-10 00:00:00,East,Aastra 6757i CT Wireless VoIP phone,430.88
3220,2021-10-02 00:00:00,East,Computer Printout Paper with Letter-Trim Perforations,94.85
3221,2021-10-02 00:00:00,East,Globe Weis Peel & Seel First Class Envelopes,51.12
3222,2021-10-02 00:00:00,East,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,90
3223,2020-10-02 00:00:00,West,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",9.408
3224,2020-10-02 00:00:00,West,Staples,4.672
3225,2020-10-02 00:00:00,West,Bose SoundLink Bluetooth Speaker,318.4
3226,2020-10-02 00:00:00,West,Letter or Legal Size Expandable Poly String Tie Envelopes,12.768
3227,2020-10-02 00:00:00,West,Stiletto Hand Letter Openers,15.36
3228,2020-10-02 00:00:00,West,Pyle PMP37LED,230.376
3229,2020-10-02 00:00:00,West,Kingston Digital DataTraveler 16GB USB 2.0,7.16
3230,2020-08-11 00:00:00,East,Tennsco Single-Tier Lockers,375.34
3231,2023-09-01 00:00:00,East,"Seth Thomas 12"" Clock w/ Goldtone Case",114.9
3232,2023-04-16 00:00:00,Central,Satellite Sectional Post Binders,26.046
3233,2023-04-16 00:00:00,Central,"GBC White Gloss Covers, Plain Front",2.896
3234,2023-04-16 00:00:00,Central,Tennsco Commercial Shelving,32.544
3235,2022-04-24 00:00:00,West,Cardinal Holdit Business Card Pockets,3.984
3236,2022-01-15 00:00:00,East,"Bevis Round Bullnose 29"" High Table Top",181.797
3237,2022-05-02 00:00:00,East,Super Decoflex Portable Personal File,44.94
3238,2022-05-02 00:00:00,East,Poly Designer Cover & Back,45.576
3239,2022-11-20 00:00:00,Central,"Global Wood Trimmed Manager's Task Chair, Khaki",318.43
3240,2022-11-20 00:00:00,Central,Samsung HM1900 Bluetooth Headset,122.92
3241,2022-11-20 00:00:00,Central,Eldon Wave Desk Accessories,7.068
3242,2022-02-01 00:00:00,South,X-Rack File for Hanging Folders,56.45
3243,2023-03-31 00:00:00,Central,"SlimView Poly Binder, 3/8""",13.468
3244,2023-12-01 00:00:00,Central,Cisco SPA112 2 Port Phone Adapter,219.8
3245,2023-12-01 00:00:00,Central,DMI Arturo Collection Mission-style Design Wood Chair,317.058
3246,2023-12-10 00:00:00,West,Logitech Desktop MK120 Mouse and keyboard Combo,49.08
3247,2023-12-10 00:00:00,West,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,324.9
3248,2023-12-10 00:00:00,West,Col-Erase Pencils with Erasers,18.24
3249,2022-09-17 00:00:00,West,Harbour Creations 67200 Series Stacking Chairs,113.888
3250,2022-09-17 00:00:00,West,Clarity 53712,105.584
3251,2022-12-23 00:00:00,Central,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",24.85
3252,2023-04-17 00:00:00,East,"Eldon Executive Woodline II Desk Accessories, Mahogany",60.312
3253,2023-10-27 00:00:00,Central,Prang Colored Pencils,7.056
3254,2023-10-27 00:00:00,Central,Spigen Samsung Galaxy S5 Case Wallet,27.184
3255,2022-07-08 00:00:00,West,Logitech Mobile Speakerphone P710e - speaker phone,107.984
3256,2022-07-08 00:00:00,West,"Fellowes Twister Kit, Gray/Clear, 3/pkg",19.296
3257,2021-08-09 00:00:00,South,Avery File Folder Labels,4.608
3258,2022-12-09 00:00:00,South,Hon 61000 Series Interactive Training Tables,79.974
3259,2022-12-09 00:00:00,South,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",2.946
3260,2022-11-13 00:00:00,Central,XtraLife ClearVue Slant-D Ring Binders by Cardinal,3.136
3261,2020-11-14 00:00:00,Central,Xerox 221,20.736
3262,2020-11-17 00:00:00,West,Case Logic 2.4GHz Wireless Keyboard,99.98
3263,2020-11-17 00:00:00,West,Xerox 1941,733.95
3264,2020-11-17 00:00:00,West,APC 7 Outlet Network SurgeArrest Surge Protector,241.44
3265,2022-03-04 00:00:00,South,Avery 518,10.08
3266,2020-10-11 00:00:00,East,Fellowes High-Stak Drawer Files,281.904
3267,2020-10-11 00:00:00,East,Airmail Envelopes,201.432
3268,2020-05-22 00:00:00,South,Nortel Networks T7316 E Nt8 B27,135.98
3269,2020-05-22 00:00:00,South,Plantronics Encore H101 Dual Earpieces Headset,44.95
3270,2020-07-15 00:00:00,Central,Maxell 4.7GB DVD-R 5/Pack,2.97
3271,2020-07-15 00:00:00,Central,Advantus Push Pins,6.54
3272,2021-12-27 00:00:00,West,Maxell 4.7GB DVD-R 5/Pack,7.92
3273,2021-02-09 00:00:00,West,"Global Deluxe Stacking Chair, Gray",203.92
3274,2023-05-08 00:00:00,West,Canon Imageclass D680 Copier / Fax,3359.952
3275,2023-11-02 00:00:00,Central,Staples,18.24
3276,2023-11-02 00:00:00,Central,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",27.78
3277,2020-04-05 00:00:00,South,Crayola Colored Pencils,22.96
3278,2020-04-05 00:00:00,South,AT&T CL82213,28.99
3279,2020-04-05 00:00:00,South,Xerox 1957,12.96
3280,2020-04-05 00:00:00,South,Newell 321,22.96
3281,2020-04-05 00:00:00,South,Martin Yale Chadless Opener Electric Letter Opener,4164.05
3282,2020-09-17 00:00:00,South,Logitech Trackman Marble Mouse,47.984
3283,2020-09-17 00:00:00,South,Xerox 1924,4.624
3284,2020-09-30 00:00:00,East,"Master Caster Door Stop, Brown",15.24
3285,2020-09-12 00:00:00,East,"Premier Elliptical Ring Binder, Black",63.924
3286,2023-02-20 00:00:00,Central,Newell 351,6.56
3287,2023-02-20 00:00:00,Central,Disposable Triple-Filter Dust Bags,13.11
3288,2021-12-13 00:00:00,West,Plantronics Voyager Pro Legend,494.376
3289,2021-12-13 00:00:00,West,"Angle-D Binders with Locking Rings, Label Holders",29.2
3290,2021-12-13 00:00:00,West,Logitech K350 2.4Ghz Wireless Keyboard,248.85
3291,2021-12-13 00:00:00,West,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,36.24
3292,2022-10-30 00:00:00,Central,Newell 312,11.68
3293,2020-12-26 00:00:00,West,Acme Rosewood Handle Letter Opener,11.91
3294,2020-12-26 00:00:00,West,"Eldon Regeneration Recycled Desk Accessories, Smoke",3.48
3295,2020-08-15 00:00:00,Central,GBC Durable Plastic Covers,30.96
3296,2023-10-01 00:00:00,East,Fellowes Powershred HS-440 4-Sheet High Security Shredder,1704.89
3297,2021-05-23 00:00:00,West,Cardinal EasyOpen D-Ring Binders,19.194
3298,2021-05-23 00:00:00,West,Fellowes Superior 10 Outlet Split Surge Protector,121.792
3299,2023-11-16 00:00:00,West,Bady BDG101FRU Card Printer,1919.976
3300,2020-11-18 00:00:00,East,Fellowes PB200 Plastic Comb Binding Machine,50.997
3301,2020-11-18 00:00:00,East,Safco Industrial Wire Shelving,76.792
3302,2020-11-18 00:00:00,East,Motorola Droid Maxx,539.964
3303,2020-11-18 00:00:00,East,"Eldon Executive Woodline II Desk Accessories, Mahogany",60.312
3304,2020-11-18 00:00:00,East,Peel & Stick Add-On Corner Pockets,1.944
3305,2020-12-30 00:00:00,Central,Fashion Color Clasp Envelopes,12.984
3306,2020-12-30 00:00:00,Central,"Plantronics CS 50-USB - headset - Convertible, Monaural",217.584
3307,2020-12-30 00:00:00,Central,AT&T 1080 Corded phone,328.776
3308,2020-12-30 00:00:00,Central,Acco Hanging Data Binders,2.286
3309,2020-12-30 00:00:00,Central,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,47.984
3310,2021-11-05 00:00:00,East,"Wilson Jones 1"" Hanging DublLock Ring Binders",25.344
3311,2022-09-17 00:00:00,East,Avery Arch Ring Binders,232.4
3312,2022-03-20 00:00:00,South,"Eldon Image Series Desk Accessories, Ebony",86.45
3313,2020-09-27 00:00:00,West,DMI Arturo Collection Mission-style Design Wood Chair,603.92
3314,2020-09-27 00:00:00,West,Xerox 1919,81.98
3315,2023-12-24 00:00:00,East,DMI Arturo Collection Mission-style Design Wood Chair,271.764
3316,2023-12-24 00:00:00,East,"DXL Angle-View Binders with Locking Rings, Black",14.376
3317,2023-11-10 00:00:00,Central,Tenex Antistatic Computer Chair Mats,341.96
3318,2021-09-11 00:00:00,West,Boston 19500 Mighty Mite Electric Pencil Sharpener,181.35
3319,2021-09-11 00:00:00,West,Avery 474,8.64
3320,2020-12-20 00:00:00,South,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,43.512
3321,2020-12-20 00:00:00,South,SAFCO Arco Folding Chair,662.88
3322,2020-12-20 00:00:00,South,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),25.92
3323,2021-07-23 00:00:00,East,Belkin F5C206VTEL 6 Outlet Surge,68.94
3324,2021-07-23 00:00:00,East,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",128.82
3325,2020-11-11 00:00:00,Central,GBC DocuBind TL300 Electric Binding System,896.99
3326,2020-11-11 00:00:00,Central,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",1.234
3327,2020-11-11 00:00:00,Central,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",67.56
3328,2020-11-11 00:00:00,Central,"Wirebound Message Book, 4 per Page",21.72
3329,2020-11-11 00:00:00,Central,Xerox 1893,262.336
3330,2020-11-11 00:00:00,Central,Geemarc AmpliPOWER60,148.48
3331,2020-11-11 00:00:00,Central,Classic Ivory Antique Telephone ZL1810,241.176
3332,2023-12-14 00:00:00,Central,Kensington Expert Mouse Optical USB Trackball for PC or Mac,227.976
3333,2023-12-14 00:00:00,Central,Samsung HM1900 Bluetooth Headset,52.68
3334,2023-12-14 00:00:00,Central,"Master Caster Door Stop, Gray",2.032
3335,2023-08-21 00:00:00,West,Newell 336,17.12
3336,2023-08-21 00:00:00,West,Cisco 8x8 Inc. 6753i IP Business Phone System,431.968
3337,2023-08-21 00:00:00,West,Tenex Chairmats For Use with Hard Floors,129.92
3338,2023-08-21 00:00:00,West,Chromcraft Rectangular Conference Tables,568.728
3339,2023-08-21 00:00:00,West,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",117.144
3340,2023-08-21 00:00:00,West,Fellowes Command Center 5-outlet power strip,203.52
3341,2023-08-21 00:00:00,West,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",51.75
3342,2022-08-27 00:00:00,East,Xerox 1919,122.97
3343,2022-08-27 00:00:00,East,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",244.615
3344,2022-08-27 00:00:00,East,PureGear Roll-On Screen Protector,59.97
3345,2022-08-27 00:00:00,East,Southworth 25% Cotton Linen-Finish Paper & Envelopes,81.54
3346,2022-08-27 00:00:00,East,Staples,11.68
3347,2022-08-27 00:00:00,East,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",29
3348,2021-08-13 00:00:00,West,50 Colored Long Pencils,50.8
3349,2023-11-05 00:00:00,Central,Avery Recycled Flexi-View Covers for Binding Systems,16.03
3350,2022-08-17 00:00:00,West,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",15.712
3351,2022-12-26 00:00:00,East,Belkin F8E887 USB Wired Ergonomic Keyboard,89.97
3352,2020-09-23 00:00:00,West,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",435.999
3353,2020-09-23 00:00:00,West,netTALK DUO VoIP Telephone Service,83.984
3354,2020-07-19 00:00:00,East,Polycom VVX 310 VoIP phone,359.98
3355,2020-07-19 00:00:00,East,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",70.56
3356,2020-07-19 00:00:00,East,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",20.88
3357,2020-07-19 00:00:00,East,Acco Hanging Data Binders,3.81
3358,2023-09-07 00:00:00,Central,Easy-staple paper,73.008
3359,2022-05-06 00:00:00,Central,Insertable Tab Post Binder Dividers,3.208
3360,2022-05-06 00:00:00,Central,Logitech Desktop MK120 Mouse and keyboard Combo,26.176
3361,2021-06-04 00:00:00,East,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",30.44
3362,2021-06-04 00:00:00,East,"Executive Impressions 10"" Spectator Wall Clock",35.28
3363,2021-12-13 00:00:00,East,Xerox 222,19.44
3364,2021-12-13 00:00:00,East,Flexible Leather- Look Classic Collection Ring Binder,37.88
3365,2022-07-16 00:00:00,Central,Staple-based wall hangings,9.552
3366,2020-01-31 00:00:00,West,"Sauder Facets Collection Library, Sky Alder Finish",290.666
3367,2020-07-09 00:00:00,Central,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",10.368
3368,2020-07-09 00:00:00,Central,Xerox 1895,14.352
3369,2021-11-21 00:00:00,West,"Hon Metal Bookcases, Putty",141.96
3370,2021-11-21 00:00:00,West,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",66.048
3371,2022-03-25 00:00:00,Central,Logitech P710e Mobile Speakerphone,1287.45
3372,2023-09-23 00:00:00,West,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",25.824
3373,2023-09-23 00:00:00,West,APC 7 Outlet Network SurgeArrest Surge Protector,160.96
3374,2021-12-04 00:00:00,East,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",28.44
3375,2021-12-04 00:00:00,East,Office Star - Ergonomically Designed Knee Chair,364.41
3376,2021-12-04 00:00:00,East,Square Credit Card Reader,39.96
3377,2021-12-04 00:00:00,East,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",361.764
3378,2022-11-01 00:00:00,Central,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",111.672
3379,2023-03-17 00:00:00,Central,GBC Plasticlear Binding Covers,13.776
3380,2023-03-17 00:00:00,Central,Xerox 1900,10.272
3381,2023-11-23 00:00:00,East,OIC Stacking Trays,24.048
3382,2023-08-27 00:00:00,South,Convenience Packs of Business Envelopes,2.896
3383,2021-12-04 00:00:00,East,Wausau Papers Astrobrights Colored Envelopes,17.94
3384,2021-12-04 00:00:00,East,"Global Armless Task Chair, Royal Blue",384.174
3385,2021-12-04 00:00:00,East,Wilson SignalBoost 841262 DB PRO Amplifier Kit,1799.75
3386,2023-10-07 00:00:00,South,Adjustable Depth Letter/Legal Cart,580.672
3387,2023-10-07 00:00:00,South,Staples,18.936
3388,2023-10-07 00:00:00,South,Toshiba IPT2010-SD IP Telephone,222.384
3389,2023-10-07 00:00:00,South,"Performers Binder/Pad Holder, Black",50.454
3390,2023-10-07 00:00:00,South,KI Adjustable-Height Table,154.764
3391,2023-03-25 00:00:00,Central,Xerox 1953,6.848
3392,2020-08-09 00:00:00,West,Cisco Unified IP Phone 7945G VoIP phone,1091.168
3393,2020-08-09 00:00:00,West,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,219.168
3394,2020-11-22 00:00:00,Central,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,6.928
3395,2023-06-10 00:00:00,East,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",40.032
3396,2023-07-01 00:00:00,Central,"Carina Mini System Audio Rack, Model AR050B",443.92
3397,2023-07-01 00:00:00,Central,Fellowes PB200 Plastic Comb Binding Machine,169.99
3398,2023-07-01 00:00:00,Central,Xerox 226,25.92
3399,2020-11-21 00:00:00,South,"Logitech B530 USB Headset - headset - Full size, Binaural",36.99
3400,2020-11-21 00:00:00,South,Multicolor Computer Printout Paper,629.1
3401,2020-11-21 00:00:00,South,Space Solutions Commercial Steel Shelving,193.95
3402,2020-11-21 00:00:00,South,Newell 322,5.46
3403,2021-05-04 00:00:00,Central,Staple-based wall hangings,22.288
3404,2023-05-29 00:00:00,Central,Eldon Executive Woodline II Cherry Finish Desk Accessories,65.424
3405,2021-10-17 00:00:00,West,"Eldon Base for stackable storage shelf, platinum",77.88
3408,2020-04-23 00:00:00,East,Zipper Ring Binder Pockets,7.488
3409,2020-04-23 00:00:00,East,G.E. Halogen Desk Lamp Bulbs,22.336
3410,2023-04-30 00:00:00,East,Xerox 222,10.368
3411,2022-09-20 00:00:00,West,Strathmore Photo Frame Cards,65.79
3412,2022-09-20 00:00:00,West,Fellowes PB200 Plastic Comb Binding Machine,271.984
3413,2022-09-20 00:00:00,West,Newell 343,11.76
3414,2022-09-20 00:00:00,West,Xerox 1944,77.52
3415,2022-09-20 00:00:00,West,Ibico Plastic Spiral Binding Combs,48.64
3416,2022-09-02 00:00:00,Central,Colored Push Pins,1.81
3417,2022-09-02 00:00:00,Central,"ACCOHIDE 3-Ring Binder, Blue, 1""",8.26
3418,2021-04-27 00:00:00,West,Belkin 6 Outlet Metallic Surge Strip,43.56
3419,2021-04-27 00:00:00,West,Acme Value Line Scissors,5.84
3420,2021-09-06 00:00:00,East,"Global Airflow Leather Mesh Back Chair, Black",271.764
3421,2022-05-28 00:00:00,West,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,262.24
3422,2022-05-28 00:00:00,West,Xerox 1991,182.72
3423,2022-05-28 00:00:00,West,Imation Clip USB flash drive - 8 GB,131.6
3424,2022-05-28 00:00:00,West,"Wilson Jones Hanging View Binder, White, 1""",22.72
3425,2022-05-28 00:00:00,West,Okidata C331dn Printer,558.4
3426,2021-09-24 00:00:00,Central,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",15.24
3427,2021-09-24 00:00:00,Central,Hon Olson Stacker Stools,1408.1
3428,2023-07-03 00:00:00,East,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",32.896
3429,2023-07-03 00:00:00,East,"Bevis Round Conference Table Top, X-Base",215.148
3430,2023-07-03 00:00:00,East,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",30.96
3431,2023-12-08 00:00:00,West,Akro-Mils 12-Gallon Tote,29.79
