Order ID,Order Date,Ship Date,Shipping ID,Customer ID,Postal Code ID,Product ID,Shipping Duration,Sales,Quantity,Discount,Profit,Regional Sales Manager ID
CA-2018-168564,08/08/2018,08/08/2018,2,TT-21220,578,FUR-CH-10000785,0,144.78,1,20%,10.86,1
CA-2018-131338,09/08/2018,12/08/2018,1,NP-18325,55,OFF-FA-10000992,3,10.65,3,0%,5.01,2
CA-2018-163055,09/08/2018,16/08/2018,4,DS-13180,269,OFF-AR-10001026,7,2.2,1,0%,0.97,3
CA-2018-163055,09/08/2018,16/08/2018,4,DS-13180,269,FUR-TA-10003748,7,622.45,5,0%,136.94,3
CA-2018-163055,09/08/2018,16/08/2018,4,DS-13180,269,OFF-ST-10002485,7,21.98,1,0%,0.22,3
CA-2018-128013,09/08/2018,16/08/2018,4,MF-18250,56,FUR-FU-10000320,7,10.02,3,0%,4.41,2
CA-2018-128013,09/08/2018,16/08/2018,4,MF-18250,56,OFF-PA-10001815,7,144.12,3,0%,69.18,2
CA-2018-103954,09/08/2018,13/08/2018,3,HR-14770,293,FUR-BO-10004690,4,687.4,5,0%,48.12,3
CA-2018-131338,09/08/2018,12/08/2018,1,NP-18325,55,TEC-PH-10000984,3,979.95,5,0%,274.39,2
CA-2018-131338,09/08/2018,12/08/2018,1,NP-18325,55,TEC-AC-10002600,3,247.8,4,0%,34.69,2
CA-2018-131338,09/08/2018,12/08/2018,1,NP-18325,55,FUR-FU-10002157,3,47.04,3,0%,18.35,2
CA-2018-131338,09/08/2018,12/08/2018,1,NP-18325,55,OFF-PA-10001357,3,143.70,3,0%,68.98,2
CA-2018-131338,09/08/2018,12/08/2018,1,NP-18325,55,TEC-PH-10003012,3,307.98,2,0%,89.31,2
CA-2018-131338,09/08/2018,12/08/2018,1,NP-18325,55,OFF-ST-10000642,3,41.96,2,0%,2.94,2
CA-2018-131338,09/08/2018,12/08/2018,1,NP-18325,55,FUR-FU-10001706,3,6.16,2,0%,2.96,2
CA-2018-131338,09/08/2018,12/08/2018,1,NP-18325,55,OFF-BI-10000545,3,"1,217.57",2,20%,456.59,2
CA-2018-155453,09/08/2018,14/08/2018,4,RA-19885,150,OFF-LA-10001613,5,4.61,2,20%,1.67,4
CA-2018-131338,09/08/2018,12/08/2018,1,NP-18325,55,FUR-TA-10002607,3,382.81,9,40%,-153.12,2
CA-2018-130022,10/08/2018,16/08/2018,4,JK-16120,306,OFF-LA-10002787,6,3.75,1,0%,1.8,3
CA-2018-130022,10/08/2018,16/08/2018,4,JK-16120,306,OFF-AR-10001915,6,29.79,3,0%,12.51,3
CA-2018-121699,10/08/2018,14/08/2018,4,BD-11320,269,OFF-BI-10004632,4,64.75,5,0%,29.14,3
US-2018-156496,10/08/2018,16/08/2018,4,WB-21850,613,TEC-PH-10000576,6,438.37,4,20%,38.36,1
US-2018-156496,10/08/2018,16/08/2018,4,WB-21850,613,TEC-PH-10004188,6,139.94,7,20%,-31.49,1
US-2018-156496,10/08/2018,16/08/2018,4,WB-21850,613,OFF-AP-10001469,6,133.47,4,20%,15.02,1
CA-2018-130022,10/08/2018,16/08/2018,4,JK-16120,306,OFF-LA-10002043,6,41.4,4,0%,19.87,3
CA-2018-119634,11/08/2018,16/08/2018,4,BW-11065,116,FUR-FU-10004270,5,46.15,3,20%,12.11,4
US-2018-156797,11/08/2018,15/08/2018,4,PO-19180,56,OFF-AR-10001427,4,11.96,2,0%,3.11,2
US-2018-156797,11/08/2018,15/08/2018,4,PO-19180,56,TEC-PH-10004614,4,138,2,0%,34.5,2
CA-2018-133396,13/08/2018,15/08/2018,1,GK-14620,112,OFF-AR-10001446,2,64.68,7,20%,8.09,4
CA-2018-112014,13/08/2018,20/08/2018,4,ON-18715,550,OFF-AR-10003156,7,50.8,5,0%,13.21,1
CA-2018-150441,13/08/2018,17/08/2018,3,RA-19285,255,OFF-BI-10003529,4,11.36,4,0%,5.57,3
CA-2018-148495,13/08/2018,13/08/2018,2,SF-20065,534,FUR-FU-10001889,0,31.56,3,0%,10.41,1
CA-2018-120516,13/08/2018,17/08/2018,4,CK-12595,135,OFF-BI-10004187,4,5.64,3,0%,2.71,4
CA-2018-169656,13/08/2018,16/08/2018,1,EJ-13720,83,OFF-ST-10003816,3,422.86,3,20%,15.86,2
CA-2018-162369,15/08/2018,19/08/2018,4,TT-21265,519,OFF-ST-10000046,4,323.1,2,0%,61.39,1
CA-2018-142454,15/08/2018,19/08/2018,4,RE-19450,589,OFF-ST-10003638,4,70.26,3,0%,18.97,1
CA-2018-142454,15/08/2018,19/08/2018,4,RE-19450,589,FUR-FU-10004018,4,104.23,7,0%,28.14,1
US-2018-126753,16/08/2018,20/08/2018,4,SP-20860,81,OFF-PA-10000130,4,10.27,3,20%,3.21,2
US-2018-128090,16/08/2018,22/08/2018,4,JM-15865,490,OFF-AR-10002255,6,2.3,1,20%,0.26,1
US-2018-128090,16/08/2018,22/08/2018,4,JM-15865,490,TEC-PH-10002624,6,"1,879.96",5,20%,211.5,1
US-2018-128090,16/08/2018,22/08/2018,4,JM-15865,490,OFF-PA-10001878,6,313.02,8,20%,105.65,1
US-2018-128090,16/08/2018,22/08/2018,4,JM-15865,490,OFF-LA-10000452,6,5.04,2,20%,1.76,1
US-2018-126753,16/08/2018,20/08/2018,4,SP-20860,81,OFF-PA-10002787,4,10.37,2,20%,3.63,2
US-2018-164238,16/08/2018,20/08/2018,4,JW-15955,80,OFF-ST-10002352,4,44.69,7,20%,3.35,2
US-2018-126753,16/08/2018,20/08/2018,4,SP-20860,81,TEC-AC-10004227,4,31.18,3,20%,-5.46,2
US-2018-126753,16/08/2018,20/08/2018,4,SP-20860,81,FUR-FU-10001488,4,254.35,3,20%,0,2
US-2018-126753,16/08/2018,20/08/2018,4,SP-20860,81,OFF-BI-10003981,4,2.72,2,70%,-1.91,2
US-2018-126753,16/08/2018,20/08/2018,4,SP-20860,81,OFF-BI-10003727,4,3.76,3,70%,-2.76,2
US-2018-126753,16/08/2018,20/08/2018,4,SP-20860,81,TEC-PH-10003580,4,519.79,4,40%,-112.62,2
US-2018-164238,16/08/2018,20/08/2018,4,JW-15955,80,FUR-BO-10000780,4,301.47,3,50%,-205,2
CA-2018-111297,17/08/2018,21/08/2018,4,SC-20440,14,OFF-BI-10002412,4,52.2,9,0%,23.49,2
CA-2018-119627,17/08/2018,23/08/2018,4,SC-20725,498,OFF-AR-10000203,6,10.27,3,20%,1.16,1
CA-2018-119627,17/08/2018,23/08/2018,4,SC-20725,498,TEC-AC-10002217,6,30.08,2,20%,-5.26,1
CA-2018-119627,17/08/2018,23/08/2018,4,SC-20725,498,OFF-PA-10001937,6,36.29,7,20%,12.7,1
CA-2018-119627,17/08/2018,23/08/2018,4,SC-20725,498,TEC-AC-10001142,6,252.8,4,20%,-31.6,1
CA-2018-144267,21/08/2018,23/08/2018,1,NZ-18565,579,OFF-PA-10001947,2,23.92,4,0%,11.72,1
CA-2018-144267,21/08/2018,23/08/2018,1,NZ-18565,579,OFF-PA-10003657,2,4.28,1,0%,1.93,1
US-2018-130512,21/08/2018,25/08/2018,4,SM-20320,78,OFF-SU-10001935,4,3.49,2,20%,-0.7,2
US-2018-130512,21/08/2018,25/08/2018,4,SM-20320,78,OFF-PA-10003625,4,49.57,2,20%,15.49,2
US-2018-130512,21/08/2018,25/08/2018,4,SM-20320,78,TEC-AC-10000290,4,21.73,4,20%,3.8,2
CA-2018-154823,21/08/2018,25/08/2018,4,KN-16390,242,FUR-FU-10000193,4,25.98,1,20%,-3.9,2
US-2018-130512,21/08/2018,25/08/2018,4,SM-20320,78,OFF-ST-10002574,4,663.07,6,20%,-165.77,2
CA-2018-154823,21/08/2018,25/08/2018,4,KN-16390,242,OFF-BI-10001098,4,12.83,2,70%,-8.98,2
US-2018-130512,21/08/2018,25/08/2018,4,SM-20320,78,OFF-BI-10004519,4,99.59,2,70%,-82.99,2
CA-2018-154823,21/08/2018,25/08/2018,4,KN-16390,242,FUR-CH-10003379,4,598.46,3,30%,-42.75,2
CA-2018-130456,21/08/2018,26/08/2018,4,DS-13180,580,FUR-BO-10003893,5,586.4,6,15%,34.49,1
CA-2018-144267,21/08/2018,23/08/2018,1,NZ-18565,579,FUR-CH-10002335,2,544.01,3,20%,40.8,1
CA-2018-122168,21/08/2018,26/08/2018,4,HG-14965,214,OFF-AR-10002053,5,35.76,12,0%,10.01,4
CA-2018-130456,21/08/2018,26/08/2018,4,DS-13180,580,OFF-ST-10000736,5,80.98,1,0%,3.24,1
CA-2018-122168,21/08/2018,26/08/2018,4,HG-14965,214,OFF-AR-10003602,5,17.52,3,0%,8.23,4
CA-2018-144267,21/08/2018,23/08/2018,1,NZ-18565,579,OFF-PA-10000157,2,59.94,3,0%,28.17,1
CA-2018-129854,22/08/2018,26/08/2018,4,RB-19705,53,OFF-AR-10000390,4,16.52,4,0%,7.6,2
CA-2018-132080,22/08/2018,25/08/2018,1,DP-13105,56,OFF-BI-10003694,3,50.11,6,20%,16.29,2
CA-2018-165624,23/08/2018,28/08/2018,4,FH-14350,139,OFF-PA-10002319,5,193.8,5,0%,94.96,4
CA-2018-165624,23/08/2018,28/08/2018,4,FH-14350,139,TEC-AC-10004568,5,251.91,9,0%,47.86,4
CA-2018-165624,23/08/2018,28/08/2018,4,FH-14350,139,OFF-PA-10003893,5,21.4,5,0%,9.63,4
CA-2018-165624,23/08/2018,28/08/2018,4,FH-14350,139,OFF-PA-10002499,5,97.88,2,0%,48.94,4
CA-2018-165624,23/08/2018,28/08/2018,4,FH-14350,139,OFF-AP-10000828,5,542.94,3,0%,152.02,4
CA-2018-165624,23/08/2018,28/08/2018,4,FH-14350,139,OFF-LA-10003190,5,8.64,3,0%,4.23,4
CA-2018-165624,23/08/2018,28/08/2018,4,FH-14350,139,OFF-AP-10001492,5,25.86,3,0%,6.72,4
CA-2018-114468,23/08/2018,23/08/2018,2,TD-20995,340,OFF-SU-10004231,0,31.68,4,20%,2.77,3
CA-2018-114468,23/08/2018,23/08/2018,2,TD-20995,340,OFF-PA-10000809,0,10.37,2,20%,3.63,3
CA-2018-114468,23/08/2018,23/08/2018,2,TD-20995,340,OFF-FA-10003021,0,12.03,8,20%,2.26,3
CA-2018-114468,23/08/2018,23/08/2018,2,TD-20995,340,OFF-AP-10000696,0,5.77,2,80%,-13.55,3
CA-2018-146563,24/08/2018,28/08/2018,4,CB-12025,414,OFF-ST-10001511,4,724.08,14,20%,-135.77,3
CA-2018-102491,24/08/2018,28/08/2018,4,KW-16435,214,TEC-AC-10003289,4,79.96,4,0%,18.39,4
CA-2018-102491,24/08/2018,28/08/2018,4,KW-16435,214,TEC-MA-10000864,4,"3,080.00",7,0%,"1,416.80",4
CA-2018-113740,24/08/2018,28/08/2018,3,SC-20380,56,FUR-FU-10000010,4,14.91,3,0%,4.62,2
CA-2018-139584,24/08/2018,28/08/2018,4,EM-13810,53,TEC-AC-10001266,4,26,2,0%,11.7,2
CA-2018-123939,24/08/2018,26/08/2018,3,MS-17710,225,OFF-LA-10003190,2,6.91,3,20%,2.51,2
CA-2018-123939,24/08/2018,26/08/2018,3,MS-17710,225,OFF-ST-10003208,2,435.5,3,20%,48.99,2
CA-2018-169299,24/08/2018,26/08/2018,1,DO-13435,607,OFF-AR-10002053,2,7.15,3,20%,0.72,1
CA-2018-146563,24/08/2018,28/08/2018,4,CB-12025,414,OFF-ST-10001490,4,999.43,7,20%,124.93,3
CA-2018-102491,24/08/2018,28/08/2018,4,KW-16435,214,TEC-PH-10001619,4,587.97,3,0%,170.51,4
CA-2018-146563,24/08/2018,28/08/2018,4,CB-12025,414,OFF-BI-10003981,4,2.72,3,80%,-4.22,3
CA-2018-146563,24/08/2018,28/08/2018,4,CB-12025,414,FUR-TA-10001768,4,918.79,5,30%,-118.13,3
CA-2018-139584,24/08/2018,28/08/2018,4,EM-13810,53,FUR-TA-10001539,4,284.36,2,40%,-75.83,2
CA-2018-123939,24/08/2018,26/08/2018,3,MS-17710,225,TEC-PH-10000923,2,26.98,3,40%,4.05,2
US-2018-139759,25/08/2018,30/08/2018,4,NL-18310,519,OFF-AP-10002765,5,105.96,4,0%,29.67,1
US-2018-139759,25/08/2018,30/08/2018,4,NL-18310,519,FUR-CH-10002774,5,40.78,1,20%,4.59,1
CA-2018-168809,25/08/2018,25/08/2018,2,MC-18100,424,FUR-FU-10001473,0,20.1,2,60%,-16.59,3
CA-2018-168809,25/08/2018,25/08/2018,2,MC-18100,424,OFF-BI-10000315,0,3.8,1,80%,-6.08,3
CA-2018-168809,25/08/2018,25/08/2018,2,MC-18100,424,FUR-FU-10002240,0,7.88,5,60%,-3.94,3
CA-2018-113040,27/08/2018,31/08/2018,4,CC-12100,519,OFF-BI-10001249,4,5.1,1,20%,1.66,1
CA-2018-126445,27/08/2018,31/08/2018,4,RA-19945,555,OFF-ST-10000046,4,484.65,3,0%,92.08,1
CA-2018-101707,27/08/2018,01/09/2018,4,PF-19165,544,OFF-LA-10000134,5,3.08,1,0%,1.48,1
CA-2018-101707,27/08/2018,01/09/2018,4,PF-19165,544,OFF-PA-10002968,5,114.2,5,0%,52.53,1
CA-2018-101707,27/08/2018,01/09/2018,4,PF-19165,544,OFF-SU-10001218,5,32.94,3,0%,9.22,1
CA-2018-121188,28/08/2018,04/09/2018,4,CB-12025,520,TEC-PH-10003589,7,43.18,3,20%,15.11,1
CA-2018-107902,28/08/2018,02/09/2018,4,SM-20950,34,OFF-ST-10001837,5,470.36,11,0%,122.29,2
CA-2018-121188,28/08/2018,04/09/2018,4,CB-12025,520,OFF-ST-10000736,7,728.82,9,0%,29.15,1
CA-2018-121188,28/08/2018,04/09/2018,4,CB-12025,520,FUR-FU-10003981,7,4.16,2,0%,1.75,1
CA-2018-121188,28/08/2018,04/09/2018,4,CB-12025,520,OFF-BI-10001617,7,41.36,5,20%,13.96,1
CA-2018-121188,28/08/2018,04/09/2018,4,CB-12025,520,OFF-ST-10001490,7,892.35,5,0%,267.71,1
US-2018-100377,28/08/2018,01/09/2018,4,TS-21370,348,TEC-CO-10001046,4,"2,799.96",5,20%,874.99,3
CA-2018-166219,28/08/2018,01/09/2018,4,BP-11185,408,TEC-PH-10004165,4,"1,099.96",5,20%,82.5,3
CA-2018-166219,28/08/2018,01/09/2018,4,BP-11185,408,FUR-TA-10004607,4,103.48,1,30%,-16.26,3
CA-2018-121188,28/08/2018,04/09/2018,4,CB-12025,520,FUR-BO-10004695,7,307.67,2,15%,28.96,1
CA-2018-108532,29/08/2018,02/09/2018,4,CC-12100,270,TEC-AC-10004510,4,114.52,7,0%,11.45,3
CA-2018-108532,29/08/2018,02/09/2018,4,CC-12100,270,TEC-PH-10001750,4,131.98,2,0%,35.63,3
CA-2018-157805,31/08/2018,04/09/2018,4,RH-19510,542,TEC-PH-10004447,4,555.96,5,20%,41.7,1
CA-2018-111514,31/08/2018,02/09/2018,1,SC-20260,580,TEC-AC-10004864,2,36.51,1,0%,15.7,1
CA-2018-111514,31/08/2018,02/09/2018,1,SC-20260,580,OFF-BI-10002735,2,137.24,5,20%,46.32,1
CA-2018-111514,31/08/2018,02/09/2018,1,SC-20260,580,TEC-MA-10000597,2,239.98,3,20%,80.99,1
CA-2018-142139,31/08/2018,05/09/2018,4,SD-20485,415,OFF-PA-10003883,5,20.96,4,20%,6.81,3
CA-2018-112319,31/08/2018,05/09/2018,4,AR-10510,515,OFF-PA-10003441,5,58.32,9,0%,27.99,1
CA-2018-111514,31/08/2018,02/09/2018,1,SC-20260,580,FUR-BO-10002545,2,"1,552.83",7,15%,200.95,1
CA-2018-104626,01/09/2018,08/09/2018,4,DR-12940,8,OFF-BI-10001510,7,114.6,5,0%,51.57,2
CA-2018-104626,01/09/2018,08/09/2018,4,DR-12940,8,FUR-CH-10003817,7,60.74,1,0%,15.19,2
CA-2018-104626,01/09/2018,08/09/2018,4,DR-12940,8,OFF-ST-10003208,7,"1,088.76",6,0%,315.74,2
CA-2018-104626,01/09/2018,08/09/2018,4,DR-12940,8,FUR-FU-10000308,7,124.36,2,0%,27.36,2
CA-2018-137946,01/09/2018,04/09/2018,3,DB-13615,519,OFF-BI-10001922,3,4.75,1,20%,1.6,1
CA-2018-137946,01/09/2018,04/09/2018,3,DB-13615,519,TEC-CO-10001449,3,959.98,2,20%,335.99,1
CA-2018-137946,01/09/2018,04/09/2018,3,DB-13615,519,OFF-BI-10004140,3,14.37,4,20%,4.49,1
CA-2018-121608,03/09/2018,05/09/2018,1,JB-15400,25,OFF-AP-10002311,2,137.62,2,0%,60.55,2
CA-2018-121608,03/09/2018,05/09/2018,1,JB-15400,25,TEC-PH-10004959,2,100.49,1,0%,25.12,2
CA-2018-130204,03/09/2018,09/09/2018,4,DB-13120,580,TEC-AC-10003590,6,129.45,5,0%,46.6,1
US-2018-146745,03/09/2018,08/09/2018,4,AS-10630,579,FUR-CH-10002372,5,129.57,2,20%,-12.96,1
US-2018-146745,03/09/2018,08/09/2018,4,AS-10630,579,OFF-BI-10003274,5,6.37,2,20%,2.15,1
CA-2018-113215,03/09/2018,08/09/2018,4,CP-12085,501,FUR-FU-10002937,5,238.15,3,20%,89.31,1
US-2018-138303,03/09/2018,07/09/2018,4,MG-18145,81,OFF-SU-10002881,4,666.25,1,20%,-149.91,2
CA-2018-130204,03/09/2018,09/09/2018,4,DB-13120,580,TEC-AC-10003038,6,17.9,2,0%,3.4,1
US-2018-138303,03/09/2018,07/09/2018,4,MG-18145,81,OFF-EN-10001335,4,52.51,6,20%,19.69,2
US-2018-138303,03/09/2018,07/09/2018,4,MG-18145,81,OFF-ST-10004963,4,36.34,3,20%,-7.27,2
CA-2018-130204,03/09/2018,09/09/2018,4,DB-13120,580,OFF-ST-10001325,6,31.44,3,0%,8.49,1
CA-2018-149734,03/09/2018,08/09/2018,4,JC-16105,117,OFF-EN-10000927,5,200.98,7,20%,62.81,4
CA-2018-169537,03/09/2018,07/09/2018,3,JH-15820,279,OFF-LA-10001982,4,7.5,2,0%,3.6,3
US-2018-104185,03/09/2018,08/09/2018,3,JB-15400,53,OFF-ST-10001526,5,120.33,1,0%,31.29,2
CA-2018-159863,04/09/2018,07/09/2018,3,DS-13180,426,TEC-AC-10000109,3,134.38,3,20%,6.72,3
CA-2018-142755,04/09/2018,08/09/2018,4,CS-12355,136,OFF-PA-10000141,4,4.36,2,0%,2.05,4
CA-2018-142755,04/09/2018,08/09/2018,4,CS-12355,136,OFF-EN-10004459,4,15.28,2,0%,7.49,4
CA-2018-142755,04/09/2018,08/09/2018,4,CS-12355,136,OFF-PA-10001970,4,279.9,5,0%,137.15,4
CA-2018-142755,04/09/2018,08/09/2018,4,CS-12355,136,TEC-AC-10002049,4,619.95,5,0%,111.59,4
CA-2018-113523,04/09/2018,08/09/2018,4,SC-20440,82,OFF-BI-10001249,4,7.66,4,70%,-6.12,2
CA-2018-101924,04/09/2018,09/09/2018,4,KB-16585,612,OFF-BI-10000962,5,9.76,2,70%,-6.83,1
CA-2018-130785,05/09/2018,09/09/2018,4,AG-10900,544,FUR-BO-10000330,4,411.33,4,15%,-4.84,1
CA-2018-135510,05/09/2018,12/09/2018,4,TW-21025,100,FUR-FU-10000820,7,67.96,4,0%,12.23,4
CA-2018-162621,05/09/2018,11/09/2018,4,CA-12055,423,OFF-SU-10003567,6,69.12,9,20%,-14.69,3
CA-2018-130785,05/09/2018,09/09/2018,4,AG-10900,544,OFF-BI-10001900,4,28.75,6,20%,9.7,1
CA-2018-105158,05/09/2018,10/09/2018,4,SP-20860,312,OFF-PA-10001970,5,36.84,3,0%,17.31,3
CA-2018-130785,05/09/2018,09/09/2018,4,AG-10900,544,FUR-BO-10003159,4,293.2,3,15%,-20.7,1
CA-2018-162621,05/09/2018,11/09/2018,4,CA-12055,423,OFF-BI-10000962,6,16.27,5,80%,-25.22,3
CA-2018-162621,05/09/2018,11/09/2018,4,CA-12055,423,OFF-BI-10003708,6,4.47,3,80%,-7.82,3
CA-2018-105158,05/09/2018,10/09/2018,4,SP-20860,312,FUR-FU-10001706,5,6.16,2,0%,2.96,3
CA-2018-133977,06/09/2018,08/09/2018,3,AT-10435,173,OFF-BI-10003166,2,3.44,1,70%,-2.53,4
US-2018-109015,06/09/2018,12/09/2018,4,BS-11590,54,TEC-PH-10002922,6,337.98,2,0%,101.39,2
CA-2018-138002,06/09/2018,12/09/2018,4,BT-11305,621,FUR-FU-10004748,6,191.82,3,0%,74.81,1
US-2018-109015,06/09/2018,12/09/2018,4,BS-11590,54,OFF-AP-10001962,6,8.39,1,0%,2.1,2
CA-2018-169572,06/09/2018,12/09/2018,4,AG-10525,102,OFF-BI-10002799,6,46.62,9,0%,21.45,4
US-2018-151435,06/09/2018,09/09/2018,3,SW-20455,378,FUR-TA-10001039,3,85.98,1,0%,22.35,4
CA-2018-143238,06/09/2018,08/09/2018,1,LO-17170,546,TEC-AC-10003499,2,46.32,4,0%,18.06,1
CA-2018-138002,06/09/2018,12/09/2018,4,BT-11305,621,OFF-BI-10002160,6,6.1,2,20%,2.13,1
CA-2018-160696,06/09/2018,10/09/2018,4,CK-12760,198,OFF-FA-10003059,4,7.24,5,20%,1.18,4
CA-2018-150791,06/09/2018,13/09/2018,4,CC-12430,55,FUR-CH-10000665,7,271.76,2,10%,60.39,2
CA-2018-102876,07/09/2018,14/09/2018,4,LR-17035,81,OFF-BI-10000848,7,4.92,3,70%,-3.94,2
CA-2018-140557,07/09/2018,11/09/2018,4,TN-21040,53,TEC-AC-10002402,4,559.93,7,0%,167.98,2
CA-2018-110744,07/09/2018,12/09/2018,4,HA-14920,529,OFF-ST-10003656,5,671.93,7,0%,20.16,1
CA-2018-164084,07/09/2018,12/09/2018,4,AG-10525,54,OFF-FA-10003059,5,7.24,4,0%,2.39,2
CA-2018-164084,07/09/2018,12/09/2018,4,AG-10525,54,TEC-AC-10002305,5,90,5,0%,16.2,2
CA-2018-164084,07/09/2018,12/09/2018,4,AG-10525,54,OFF-ST-10003638,5,70.26,3,0%,18.97,2
CA-2018-105599,07/09/2018,07/09/2018,2,MC-17275,54,OFF-ST-10002486,0,13.96,2,0%,0.28,2
CA-2018-161445,07/09/2018,09/09/2018,3,CC-12610,117,OFF-AR-10001953,2,140.74,4,20%,12.31,4
CA-2018-164084,07/09/2018,12/09/2018,4,AG-10525,54,OFF-BI-10000605,5,6.1,2,20%,2.06,2
CA-2018-122623,07/09/2018,11/09/2018,4,CC-12145,456,FUR-CH-10000553,4,47.52,2,30%,-2.04,3
CA-2018-164084,07/09/2018,12/09/2018,4,AG-10525,54,FUR-TA-10003569,5,481.18,2,40%,-120.29,2
CA-2018-105599,07/09/2018,07/09/2018,2,MC-17275,54,FUR-TA-10003837,0,27.41,3,40%,-14.16,2
CA-2018-102876,07/09/2018,14/09/2018,4,LR-17035,81,TEC-PH-10002680,7,791.96,6,40%,-131.99,2
CA-2018-102876,07/09/2018,14/09/2018,4,LR-17035,81,OFF-BI-10004781,7,9.52,1,70%,-6.98,2
CA-2018-162166,08/09/2018,11/09/2018,1,NM-18520,554,OFF-PA-10002606,3,26.40,5,0%,11.88,1
CA-2018-151624,08/09/2018,14/09/2018,4,VW-21775,189,FUR-FU-10001731,6,21.36,8,0%,8.12,4
CA-2018-162166,08/09/2018,11/09/2018,1,NM-18520,554,OFF-ST-10002486,3,41.88,6,0%,0.84,1
CA-2018-108672,10/09/2018,16/09/2018,4,FA-14230,517,FUR-FU-10003799,6,106.68,6,0%,33.07,1
CA-2018-132906,10/09/2018,14/09/2018,4,CC-12145,515,OFF-SU-10004498,4,51.52,4,0%,1.55,1
US-2018-147242,10/09/2018,14/09/2018,4,EH-13765,12,OFF-PA-10003039,4,278.82,9,0%,125.47,2
CA-2018-168186,10/09/2018,15/09/2018,4,AB-10150,396,OFF-PA-10000477,5,14.94,3,0%,7.02,3
US-2018-147242,10/09/2018,14/09/2018,4,EH-13765,12,FUR-BO-10004695,4,361.96,2,0%,83.25,2
CA-2018-136658,10/09/2018,17/09/2018,4,BO-11425,55,OFF-AR-10000817,7,6.08,2,0%,2.07,2
CA-2018-117772,10/09/2018,12/09/2018,3,MC-17575,621,OFF-ST-10003994,2,353.88,6,0%,17.69,1
CA-2018-139374,10/09/2018,14/09/2018,4,AR-10345,451,FUR-CH-10003981,4,179.89,1,30%,-2.57,3
US-2018-147242,10/09/2018,14/09/2018,4,EH-13765,12,OFF-AP-10003842,4,61.96,2,0%,16.11,2
CA-2018-126186,11/09/2018,12/09/2018,1,GB-14530,458,FUR-FU-10000073,1,24.64,4,20%,4,1
CA-2018-165057,11/09/2018,15/09/2018,4,SC-20725,549,OFF-LA-10003190,4,8.64,3,0%,4.23,1
CA-2018-165057,11/09/2018,15/09/2018,4,SC-20725,549,OFF-AR-10004648,4,181.35,9,0%,48.96,1
CA-2018-153794,11/09/2018,16/09/2018,4,SB-20290,540,OFF-AR-10000380,5,265.86,7,0%,79.76,1
CA-2018-125934,11/09/2018,18/09/2018,4,SN-20560,44,FUR-FU-10002107,7,8.92,4,0%,3.92,2
CA-2018-125934,11/09/2018,18/09/2018,4,SN-20560,44,OFF-BI-10004593,7,209.6,4,0%,96.42,2
CA-2018-125934,11/09/2018,18/09/2018,4,SN-20560,44,OFF-AP-10003860,7,111.04,4,0%,29.98,2
CA-2018-125934,11/09/2018,18/09/2018,4,SN-20560,44,OFF-PA-10000556,7,38.88,6,0%,18.66,2
CA-2018-125934,11/09/2018,18/09/2018,4,SN-20560,44,OFF-LA-10000414,7,31.05,3,0%,14.9,2
CA-2018-132465,11/09/2018,15/09/2018,3,DM-13525,56,FUR-FU-10000277,4,210.68,2,0%,50.56,2
CA-2018-132465,11/09/2018,15/09/2018,3,DM-13525,56,OFF-ST-10003641,4,78.80,1,0%,1.58,2
CA-2018-132465,11/09/2018,15/09/2018,3,DM-13525,56,TEC-AC-10001998,4,19.99,1,0%,6.8,2
CA-2018-132465,11/09/2018,15/09/2018,3,DM-13525,56,OFF-ST-10001932,4,772.68,4,0%,108.18,2
CA-2018-102016,12/09/2018,18/09/2018,4,TM-21010,66,OFF-ST-10001713,6,105.98,2,0%,4.24,2
CA-2018-166464,12/09/2018,17/09/2018,4,PG-18895,56,OFF-LA-10001317,5,12.6,4,0%,6.05,2
CA-2018-102016,12/09/2018,18/09/2018,4,TM-21010,66,OFF-AR-10004685,6,9.26,2,0%,3.06,2
CA-2018-102016,12/09/2018,18/09/2018,4,TM-21010,66,OFF-LA-10002043,6,20.7,2,0%,9.94,2
CA-2018-102016,12/09/2018,18/09/2018,4,TM-21010,66,OFF-PA-10002464,6,28.9,5,0%,14.16,2
CA-2018-102016,12/09/2018,18/09/2018,4,TM-21010,66,OFF-FA-10000490,6,1.24,1,0%,0.58,2
CA-2018-102016,12/09/2018,18/09/2018,4,TM-21010,66,OFF-EN-10002504,6,27.18,1,0%,12.77,2
CA-2018-128993,12/09/2018,17/09/2018,3,CC-12670,621,TEC-AC-10004209,5,21.98,2,0%,8.57,1
CA-2018-166464,12/09/2018,17/09/2018,4,PG-18895,56,TEC-CO-10000971,5,479.98,2,20%,60,2
CA-2018-136728,13/09/2018,17/09/2018,3,AG-10900,348,OFF-EN-10002621,4,7.82,1,20%,2.93,3
CA-2018-115567,13/09/2018,18/09/2018,4,ZC-21910,253,TEC-AC-10001314,5,199.96,4,0%,16,3
CA-2018-118843,13/09/2018,20/09/2018,4,JH-15910,139,OFF-PA-10001712,7,69.93,7,0%,31.47,4
CA-2018-118843,13/09/2018,20/09/2018,4,JH-15910,139,FUR-FU-10003975,7,129.93,3,0%,12.99,4
US-2018-129007,13/09/2018,15/09/2018,1,KD-16615,565,FUR-FU-10004973,2,131.88,7,0%,55.39,1
